Time Steps,Interpolated Volumes
0.0,46.65
0.0025014964285714285,46.73
0.005002992857142857,46.83
0.007504489285714285,46.93
0.010005985714285714,47.04
0.012507482142857143,47.16
0.01500897857142857,47.29
0.017510475,47.42
0.02001197142857143,47.57
0.022513467857142856,47.72
0.025014964285714286,47.88
0.027516460714285713,48.05
0.03001795714285714,48.23
0.03251945357142857,48.42
0.03502095,48.62
0.03752244642857143,48.82
0.04002394285714286,49.04
0.042525439285714284,49.26
0.04502693571428571,49.49
0.047528432142857145,49.73
0.05002992857142857,49.98
0.052531425,50.38
0.05503292142857143,50.5
0.057534417857142854,50.78
0.06003591428571428,51.06
0.06253741071428572,51.35
0.06503890714285714,51.65
0.06754040357142857,51.96
0.0700419,52.28
0.07254339642857142,52.61
0.07504489285714286,52.94
0.07754638928571428,53.29
0.08004788571428571,53.64
0.08254938214285715,54.0
0.08505087857142857,54.39
0.087552375,54.79
0.09005387142857142,55.21
0.09255536785714286,55.66
0.09505686428571429,56.12
0.09755836071428571,56.61
0.10005985714285714,57.12
0.10256135357142857,57.64
0.10506285,58.8
0.10756434642857143,58.76
0.11006584285714285,59.34
0.11256733928571429,59.95
0.11506883571428571,60.58
0.11757033214285714,61.23
0.12007182857142856,61.9
0.122573325,62.58
0.12507482142857143,63.29
0.12757631785714285,64.02
0.13007781428571427,64.77
0.13257931071428572,65.55
0.13508080714285714,66.34
0.13758230357142856,67.12
0.1400838,67.88
0.14258529642857143,68.62
0.14508679285714285,69.34
0.1475882892857143,70.03
0.15008978571428572,70.71
0.15259128214285714,71.36
0.15509277857142856,71.99
0.157594275,73.53
0.16009577142857143,73.18
0.16259726785714285,73.74
0.1650987642857143,74.29
0.16760026071428571,74.8
0.17010175714285714,75.3
0.17260325357142856,75.78
0.17510475,76.23
0.17760624642857142,76.66
0.18010774285714284,77.07
0.1826092392857143,77.46
0.1851107357142857,77.82
0.18761223214285713,78.17
0.19011372857142858,78.49
0.192615225,78.8
0.19511672142857142,79.09
0.19761821785714284,79.38
0.2001197142857143,79.65
0.2026212107142857,79.91
0.20512270714285713,80.15
0.20762420357142858,80.38
0.2101257,81.03
0.21262719642857142,80.81
0.21512869285714287,81.0
0.2176301892857143,81.18
0.2201316857142857,81.35
0.22263318214285713,81.5
0.22513467857142858,81.65
0.227636175,81.78
0.23013767142857142,81.89
0.23263916785714286,81.99
0.23514066428571428,82.09
0.2376421607142857,82.16
0.24014365714285713,82.23
0.24264515357142857,82.28
0.24514665,82.33
0.24764814642857141,82.38
0.25014964285714286,82.44
0.25265113928571425,82.5
0.2551526357142857,82.56
0.25765413214285715,82.63
0.26015562857142854,82.7
0.262657125,82.99
0.26515862142857144,82.85
0.26766011785714283,82.93
0.2701616142857143,83.02
0.27266311071428573,83.11
0.2751646071428571,83.2
0.27766610357142857,83.3
0.2801676,83.4
0.2826690964285714,83.5
0.28517059285714286,83.61
0.2876720892857143,83.72
0.2901735857142857,83.84
0.29267508214285715,83.95
0.2951765785714286,84.08
0.297678075,84.2
0.30017957142857143,84.33
0.3026810678571428,84.45
0.3051825642857143,84.58
0.3076840607142857,84.7
0.3101855571428571,84.82
0.31268705357142856,84.94
0.31518855,85.44
0.3176900464285714,85.18
0.32019154285714285,85.3
0.3226930392857143,85.41
0.3251945357142857,85.53
0.32769603214285714,85.64
0.3301975285714286,85.76
0.332699025,85.87
0.33520052142857143,85.98
0.3377020178571429,86.09
0.34020351428571427,86.21
0.3427050107142857,86.31
0.3452065071428571,86.42
0.34770800357142856,86.53
0.3502095,86.64
0.3527109964285714,86.75
0.35521249285714285,86.88
0.3577139892857143,87.03
0.3602154857142857,87.2
0.36271698214285714,87.39
0.3652184785714286,87.59
0.367719975,88.79
0.3702214714285714,88.04
0.3727229678571429,88.3
0.37522446428571427,88.57
0.3777259607142857,88.86
0.38022745714285716,89.16
0.38272895357142855,89.49
0.38523045,89.83
0.38773194642857145,90.19
0.39023344285714284,90.56
0.3927349392857143,90.96
0.3952364357142857,91.37
0.39773793214285713,91.8
0.4002394285714286,92.24
0.40274092499999997,92.71
0.4052424214285714,93.18
0.40774391785714287,93.62
0.41024541428571426,94.01
0.4127469107142857,94.36
0.41524840714285716,94.67
0.41774990357142855,94.93
0.4202514,95.59
0.42275289642857145,95.33
0.42525439285714284,95.46
0.4277558892857143,95.54
0.43025738571428573,95.59
0.4327588821428571,95.58
0.4352603785714286,95.54
0.43776187499999997,95.45
0.4402633714285714,95.31
0.44276486785714286,95.14
0.44526636428571426,94.91
0.4477678607142857,94.65
0.45026935714285715,94.34
0.45277085357142854,93.98
0.45527235,93.58
0.45777384642857144,93.14
0.46027534285714283,92.67
0.4627768392857143,92.2
0.46527833571428573,91.72
0.4677798321428571,91.24
0.47028132857142857,90.75
0.472782825,87.83
0.4752843214285714,89.77
0.47778581785714286,89.27
0.48028731428571425,88.77
0.4827888107142857,88.26
0.48529030714285715,87.75
0.48779180357142854,87.24
0.4902933,86.72
0.49279479642857144,86.2
0.49529629285714283,85.67
0.4977977892857143,85.14
0.5002992857142857,84.6
0.5028007821428572,84.06
0.5053022785714285,83.52
0.507803775,82.97
0.5103052714285714,82.42
0.5128067678571429,81.87
0.5153082642857143,81.31
0.5178097607142857,80.76
0.5203112571428571,80.2
0.5228127535714285,79.65
0.52531425,76.13
0.5278157464285714,78.55
0.5303172428571429,77.99
0.5328187392857143,77.44
0.5353202357142857,76.89
0.5378217321428571,76.34
0.5403232285714286,75.79
0.542824725,75.24
0.5453262214285715,74.69
0.5478277178571429,74.15
0.5503292142857142,73.6
0.5528307107142857,73.05
0.5553322071428571,72.51
0.5578337035714286,71.96
0.5603352,71.41
0.5628366964285714,70.87
0.5653381928571428,70.32
0.5678396892857143,69.78
0.5703411857142857,69.24
0.5728426821428572,68.71
0.5753441785714286,68.18
