Time Steps,Interpolated Volumes
0.0,51.96
0.0022577343749999998,52.0
0.0045154687499999995,52.04
0.006773203124999999,52.08
0.009030937499999999,52.13
0.011288671875,52.19
0.013546406249999999,52.25
0.015804140624999997,52.32
0.018061874999999998,52.39
0.020319609375,52.46
0.02257734375,52.54
0.024835078124999996,52.63
0.027092812499999997,52.72
0.029350546874999998,52.82
0.031608281249999995,52.92
0.033866015624999996,53.02
0.036123749999999996,53.13
0.038381484375,53.25
0.04063921875,53.37
0.042896953125,53.5
0.0451546875,53.63
0.04741242187499999,53.81
0.04967015624999999,53.9
0.051927890624999994,54.05
0.054185624999999994,54.2
0.056443359374999995,54.36
0.058701093749999995,54.52
0.060958828124999996,54.69
0.06321656249999999,54.86
0.06547429687499999,55.03
0.06773203124999999,55.21
0.06998976562499999,55.4
0.07224749999999999,55.59
0.07450523437499999,55.8
0.07676296875,56.02
0.079020703125,56.26
0.0812784375,56.53
0.083536171875,56.81
0.08579390625,57.11
0.088051640625,57.44
0.090309375,57.78
0.09256710937499998,58.14
0.09482484374999998,58.79
0.09708257812499999,58.93
0.09934031249999999,59.35
0.10159804687499999,59.79
0.10385578124999999,60.25
0.10611351562499999,60.74
0.10837124999999999,61.24
0.11062898437499999,61.76
0.11288671874999999,62.3
0.11514445312499999,62.86
0.11740218749999999,63.44
0.11965992187499999,64.05
0.12191765624999999,64.66
0.12417539062499999,65.29
0.12643312499999998,65.91
0.128690859375,66.54
0.13094859374999998,67.17
0.133206328125,67.81
0.13546406249999998,68.45
0.137721796875,69.09
0.13997953124999998,69.74
0.142237265625,71.04
0.14449499999999998,71.04
0.14675273437499997,71.7
0.14901046874999999,72.36
0.15126820312499997,73.02
0.1535259375,73.69
0.15578367187499997,74.36
0.15804140625,75.03
0.16029914062499998,75.71
0.162556875,76.39
0.16481460937499998,77.08
0.16707234375,77.77
0.16933007812499998,78.46
0.1715878125,79.14
0.17384554687499998,79.81
0.17610328125,80.48
0.17836101562499998,81.13
0.18061875,81.77
0.18287648437499998,82.4
0.18513421874999997,83.02
0.18739195312499998,83.63
0.18964968749999997,85.02
0.19190742187499998,84.83
0.19416515624999997,85.41
0.19642289062499999,85.97
0.19868062499999997,86.53
0.200938359375,87.08
0.20319609374999997,87.62
0.205453828125,88.15
0.20771156249999997,88.67
0.209969296875,89.17
0.21222703124999998,89.67
0.214484765625,90.16
0.21674249999999998,90.63
0.21900023437499996,91.09
0.22125796874999998,91.54
0.22351570312499996,91.97
0.22577343749999998,92.39
0.22803117187499997,92.79
0.23028890624999998,93.17
0.23254664062499997,93.54
0.23480437499999998,93.89
0.23706210937499997,94.76
0.23931984374999998,94.55
0.24157757812499997,94.86
0.24383531249999998,95.15
0.24609304687499997,95.43
0.24835078124999999,95.68
0.250608515625,95.93
0.25286624999999996,96.16
0.25512398437499995,96.37
0.25738171875,96.56
0.259639453125,96.75
0.26189718749999996,96.91
0.26415492187499995,97.06
0.26641265625,97.2
0.268670390625,97.35
0.27092812499999996,97.51
0.27318585937499995,97.69
0.27544359375,97.87
0.277701328125,98.07
0.27995906249999997,98.28
0.28221679687499995,98.5
0.28447453125,99.24
0.286732265625,98.98
0.28898999999999997,99.24
0.29124773437499996,99.51
