Time Steps,Interpolated Volumes
0.0,44.76
0.002197802380952381,44.79
0.004395604761904762,44.81
0.0065934071428571436,44.84
0.008791209523809525,44.87
0.010989011904761906,44.9
0.013186814285714287,44.94
0.015384616666666668,44.97
0.01758241904761905,45.01
0.01978022142857143,45.05
0.021978023809523812,45.09
0.024175826190476195,45.14
0.026373628571428574,45.18
0.028571430952380954,45.23
0.030769233333333337,45.28
0.03296703571428572,45.33
0.0351648380952381,45.38
0.03736264047619048,45.43
0.03956044285714286,45.49
0.041758245238095244,45.55
0.043956047619047624,45.61
0.04615385,45.67
0.04835165238095239,45.73
0.05054945476190477,45.8
0.05274725714285715,45.87
0.05494505952380953,45.93
0.05714286190476191,46.0
0.059340664285714294,46.08
0.06153846666666667,46.15
0.06373626904761906,46.23
0.06593407142857144,46.31
0.06813187380952382,46.39
0.0703296761904762,46.47
0.07252747857142858,46.56
0.07472528095238096,46.67
0.07692308333333334,46.79
0.07912088571428572,46.93
0.08131868809523811,47.07
0.08351649047619049,47.23
0.08571429285714287,47.41
0.08791209523809525,47.6
0.09010989761904763,47.8
0.0923077,48.01
0.09450550238095239,48.24
0.09670330476190478,48.48
0.09890110714285716,48.73
0.10109890952380954,49.0
0.10329671190476192,49.28
0.1054945142857143,49.57
0.10769231666666668,49.88
0.10989011904761906,50.19
0.11208792142857144,50.53
0.11428572380952381,50.87
0.11648352619047621,51.23
0.11868132857142859,51.6
0.12087913095238097,51.97
0.12307693333333335,52.34
0.12527473571428574,52.73
0.12747253809523812,53.11
0.1296703404761905,53.51
0.13186814285714288,53.91
0.13406594523809526,54.31
0.13626374761904764,54.72
0.13846155000000002,55.14
0.1406593523809524,55.56
0.14285715476190478,55.99
0.14505495714285715,56.43
0.14725275952380953,56.87
0.1494505619047619,57.31
0.1516483642857143,57.76
0.15384616666666667,58.22
0.15604396904761905,58.68
0.15824177142857143,59.15
0.16043957380952384,59.63
0.16263737619047622,60.11
0.1648351785714286,60.58
0.16703298095238098,61.04
0.16923078333333336,61.5
0.17142858571428574,61.95
0.17362638809523812,62.38
0.1758241904761905,62.81
0.17802199285714287,63.24
0.18021979523809525,63.65
0.18241759761904763,64.05
0.1846154,64.45
0.1868132023809524,64.84
0.18901100476190477,65.22
0.19120880714285715,65.59
0.19340660952380956,65.95
0.19560441190476194,66.3
0.19780221428571432,66.65
0.2000000166666667,66.99
0.20219781904761908,67.31
0.20439562142857146,67.63
0.20659342380952384,67.95
0.20879122619047621,68.25
0.2109890285714286,68.54
0.21318683095238097,68.82
0.21538463333333335,69.09
0.21758243571428573,69.35
0.2197802380952381,69.6
0.2219780404761905,69.83
0.22417584285714287,70.06
0.22637364523809525,70.27
0.22857144761904763,70.48
0.23076925000000004,70.67
0.23296705238095242,70.85
0.2351648547619048,71.02
0.23736265714285718,71.18
0.23956045952380955,71.33
0.24175826190476193,71.47
0.2439560642857143,71.59
0.2461538666666667,71.71
0.24835166904761907,71.81
0.2505494714285715,71.9
0.25274727380952383,71.98
0.25494507619047624,72.06
0.2571428785714286,72.12
0.259340680952381,72.19
