Time Steps,Interpolated Volumes
0.0,45.43
0.00222611875,45.44
0.0044522375,45.46
0.00667835625,45.48
0.008904475,45.51
0.01113059375,45.54
0.0133567125,45.57
0.01558283125,45.61
0.01780895,45.65
0.02003506875,45.69
0.0222611875,45.74
0.02448730625,45.79
0.026713425,45.84
0.02893954375,45.9
0.0311656625,45.97
0.03339178125,46.03
0.0356179,46.1
0.03784401875,46.18
0.0400701375,46.25
0.042296256250000004,46.34
0.044522375,46.42
0.04674849375,46.54
0.0489746125,46.6
0.05120073125,46.7
0.05342685,46.8
0.055652968750000004,46.9
0.0578790875,47.01
0.06010520625,47.12
0.062331325,47.24
0.06455744375,47.36
0.0667835625,47.48
0.06900968125,47.61
0.0712358,47.74
0.07346191875000001,47.87
0.0756880375,48.01
0.07791415625,48.15
0.080140275,48.29
0.08236639375,48.44
0.08459251250000001,48.59
0.08681863125,48.75
0.08904475,48.91
0.09127086875,49.07
0.0934969875,49.35
0.09572310625000001,49.41
0.097949225,49.58
0.10017534375,49.76
0.1024014625,49.94
0.10462758125,50.12
0.1068537,50.31
0.10907981875,50.5
0.11130593750000001,50.69
0.11353205625,50.89
0.115758175,51.09
0.11798429375,51.3
0.1202104125,51.51
0.12243653125000001,51.74
0.12466265,51.99
0.12688876875,52.26
0.1291148875,52.54
0.13134100625,52.85
0.133567125,53.17
0.13579324375000001,53.51
0.1380193625,53.87
0.14024548125,54.65
0.1424716,54.65
0.14469771875,55.07
0.14692383750000002,55.5
0.14914995625,55.95
0.151376075,56.43
0.15360219375,56.92
0.1558283125,57.42
0.15805443125000002,57.95
0.16028055,58.5
0.16250666875,59.06
0.1647327875,59.65
0.16695890625,60.25
0.16918502500000002,60.85
0.17141114375,61.44
0.1736372625,62.02
0.17586338125,62.59
0.1780895,63.16
0.18031561875000002,63.72
0.1825417375,64.27
0.18476785625,64.81
0.186993975,66.05
0.18922009375,65.88
0.19144621250000002,66.4
0.19367233125,66.91
0.19589845,67.41
0.19812456875,67.91
0.2003506875,68.39
