Diastolic Flow Time,Diastolic Data,Systolic Flow Time,Systolic Data
0.0,0.004877982253340428,0.790039583333333,0.01100648022226795
0.0464729166666666,0.1368276485007285,0.8365124999999997,0.01449181984050757
0.0929458333333333,0.2123291859740468,0.8829854166666663,0.01507558473197467
0.13941875,0.3418700976728389,0.9294583333333328,0.01494266927069006
0.1858916666666666,0.506345520866219,0.9759312499999996,0.01491727378261311
0.2323645833333332,0.4353024191752874,1.022404166666666,0.0133056211100458
0.2788374999999999,0.2361536063172358,1.068877083333333,0.01202340089984066
0.3253104166666665,0.1165756316441228,1.11535,0.01105706457902284
0.3717833333333332,0.1091031649165,,
0.4182562499999998,0.1048825225940493,,
0.4647291666666665,0.116994623193678,,
0.5112020833333332,0.1022794546220212,,
0.5576749999999998,0.09298473491837402,,
0.6041479166666665,0.09236826512214183,,
0.6506208333333331,0.1259401229553371,,
0.6970937499999997,0.1620231100945653,,
0.7435666666666664,0.125488730038527,,
