Total Diastolic Data: 16
6.019488280069539e-07,9.571639201012726e-07,1.991689268966503e-06,4.665064354926578e-06,5.783940787132648e-06,5.674226181225232e-06,5.154763165174513e-06,4.00161142381656e-06,3.007995356360974e-06,2.260673032934358e-06,1.716798511359657e-06,1.282352841334626e-06,9.423905264823009e-07,7.791354137501208e-07,7.542268499956259e-07,6.868592404168682e-07

Total Systolic Data: 8
8.346738367258665e-07,3.372529114068217e-06,5.152148804141958e-06,4.775235782122372e-06,4.546023198668084e-06,2.664504683571289e-06,1.372430980814145e-06,6.670082766864407e-07
