Flow Time,Interpolated Data
0.0,0.3392872974056615
0.00222611875,0.3447711286025745
0.0044522375,0.35030086587725306
0.00667835625,0.3558765092296972
0.008904475,0.3614980586599071
0.01113059375,0.36716551416788246
0.0133567125,0.37287887575362344
0.01558283125,0.3786381434171299
0.01780895,0.3844433171584021
0.02003506875,0.39029439697743995
0.0222611875,0.39619138287424327
0.02448730625,0.40213427484881226
0.026713425,0.40812307290114674
0.02893954375,0.4141577770312469
0.0311656625,0.42023838723911267
0.03339178125,0.426364903524744
0.0356179,0.43253732588814103
0.03784401875,0.4387556543293035
0.0400701375,0.4450198888482316
0.042296256250000004,0.45133002944492545
0.044522375,0.4576860761193847
0.04674849375,0.46408802887160966
0.0489746125,0.4705358877016002
0.05120073125,0.47702965260935637
0.05342685,0.4835693235948781
0.055652968750000004,0.49015490065816536
0.0578790875,0.49678638379921836
0.06010520625,0.5034637730180368
0.062331325,0.510187068314621
0.06455744375,0.5169562696889706
0.0667835625,0.5237713771410859
0.06900968125,0.5306323906709668
0.0712358,0.5375393102786135
0.07346191875000001,0.5444921359640255
0.0756880375,0.5514908677272032
0.07791415625,0.5585355055681465
0.080140275,0.5656260494868554
0.08236639375,0.5727624994833298
0.08459251250000001,0.57994485555757
0.08681863125,0.5871731177095757
0.08904475,0.594447285939347
0.09127086875,0.6017673602468839
0.0934969875,0.6091333406321863
0.09572310625000001,0.6165452270952544
0.097949225,0.624003019636088
0.10017534375,0.6315067182546874
0.1024014625,0.6388751821039657
0.10462758125,0.6459272703368364
0.1068537,0.6526629829532997
0.10907981875,0.6590823199533554
0.11130593750000001,0.6651852813370037
0.11353205625,0.6709718671042443
0.115758175,0.6764420772550773
0.11798429375,0.681595911789503
0.1202104125,0.686433370707521
0.12243653125000001,0.6909544540091316
0.12466265,0.6951591616943346
0.12688876875,0.6990474937631301
0.1291148875,0.7026194502155181
0.13134100625,0.7058750310514984
0.133567125,0.7088142362710713
0.13579324375000001,0.7114370658742368
0.1380193625,0.7137435198609946
0.14024548125,0.7157335982313449
0.1424716,0.7174073009852876
0.14469771875,0.7187646281228228
0.14692383750000002,0.7198055796439504
0.14914995625,0.7205301555486708
0.151376075,0.7209383558369835
0.15360219375,0.7210301805088886
0.1558283125,0.7208056295643861
0.15805443125000002,0.7202647030034761
0.16028055,0.7194074008261586
0.16250666875,0.7182337230324336
0.1647327875,0.7167436696223011
0.16695890625,0.714937240595761
0.16918502500000002,0.7128572686583361
0.17141114375,0.7105465865155489
0.1736372625,0.7080051941673997
0.17586338125,0.7052330916138883
0.1780895,0.7022302788550147
0.18031561875000002,0.6989967558907787
0.1825417375,0.6955325227211806
0.18476785625,0.6918375793462204
0.186993975,0.687911925765898
0.18922009375,0.6837555619802134
0.19144621250000002,0.6793684879891666
0.19367233125,0.6747507037927576
0.19589845,0.6699022093909864
0.19812456875,0.6648230047838533
0.2003506875,0.6595130899713577
0.20257680625000002,0.6539724649535
0.204802925,0.6482011297302803
0.20702904375,0.642199084301698
0.2092551625,0.6359663286677539
0.21148128125,0.6295028628284473
0.2137074,0.6228086867837789
0.21593351875,0.6158838005337479
0.2181596375,0.608728204078355
0.22038575625,0.6013418974175999
0.22261187500000001,0.5937248805514824
0.22483799375,0.5858771534800029
0.2270641125,0.5777987162031613
0.22929023125,0.5694895687209574
0.23151635,0.5609497110333912
0.23374246875000002,0.552179143140463
0.2359685875,0.5434519069748046
0.23819470625,0.5350420444690478
0.240420825,0.5269495556231931
0.24264694375,0.5191744404372401
0.24487306250000002,0.5117166989111891
0.24709918125,0.50457633104504
0.2493253,0.4977533368387925
0.25155141875000003,0.49124771629244707
0.2537775375,0.4850594694060036
0.25600365625,0.47918859617946186
0.258229775,0.4736350966128219
0.26045589375,0.46839897070608394
0.2626820125,0.4634802184592478
0.26490813125,0.4588788398723136
0.26713425,0.4545948349452812
0.26936036875,0.45062820367815065
0.27158648750000003,0.4469789460709219
0.27381260625000003,0.4436470621235952
0.276038725,0.44063255183617034
0.27826484375,0.43793541520864726
0.2804909625,0.4355556522410261
0.28271708125,0.4334932629333068
0.2849432,0.4317482472854892
0.28716931875,0.43032060529757366
0.2893954375,0.4292103369695599
0.29162155625,0.42841744230144807
0.29384767500000003,0.4279419212932381
0.29607379375,0.42778377394493
0.2982999125,0.42794300025652376
0.30052603125,0.4284196002280194
0.30275215,0.42901650666188856
0.30497826875,0.42953665236060273
0.3072043875,0.42998003732416196
0.30943050625,0.4303466615525661
0.311656625,0.4306365250458154
0.31388274375,0.4308496278039097
0.31610886250000003,0.43098596982684895
0.31833498125,0.4310455511146332
0.3205611,0.4310283716672626
0.32278721875,0.430934431484737
0.3250133375,0.4307637305670563
0.32723945625,0.43051626891422073
0.329465575,0.4301920465262301
0.33169169375,0.4297910634030846
0.3339178125,0.42931331954478397
0.33614393125,0.4287588149513285
0.33837005000000003,0.42812754962271793
0.34059616875,0.4274195235589525
0.3428222875,0.42663473676003194
0.34504840625,0.4257731892259566
0.347274525,0.4248348809567263
0.34950064375,0.42381981195234075
0.3517267625,0.4227279822128004
0.35395288125,0.421559391738105
0.356179,0.42031404052825483
0.35840511875000003,0.4189919285832494
0.36063123750000003,0.41759305590308915
0.36285735625,0.41611742248777395
0.365083475,0.4145650283373037
0.36730959375,0.4129358734516784
0.3695357125,0.4116196432815944
0.37176183125,0.4110060232777485
0.37398795,0.4110950134401406
0.37621406875,0.41188661376877056
0.3784401875,0.41338082426363876
0.38066630625000003,0.4155776449247447
0.38289242500000004,0.4184770757520888
0.38511854375,0.4220791167456708
0.3873446625,0.4263837679054908
0.38957078125,0.43139102923154893
0.3917969,0.4371009007238451
0.39402301875,0.443513382382379
0.3962491375,0.45062847420715113
0.39847525625,0.45844617619816125
0.400701375,0.4669664883554093
0.40292749375000003,0.4761894106788954
0.40515361250000004,0.4861149431686196
0.40737973125,0.4967430858245813
0.40960585,0.5080738386467816
0.41183196875,0.5201072016352195
0.4140580875,0.5328431747898957
0.41628420625,0.5462817581108098
0.418510325,0.560422951597962
0.42073644375,0.5752667552513521
0.4229625625,0.5908131690709801
