Total Diastolic Data: 175
0.0918527624651382,0.08870551938579753,0.08550677718869594,0.08542828636971375,0.08450250708977354,0.08348428984078327,0.08305246620352653,0.08276918084175262,0.08235176964522671,0.08195280548210448,0.0817213729330977,0.08163074576384814,0.08154529029195748,0.08124961738292846,0.08075943918870043,0.08026211446492242,0.07982649544603493,0.07945598917936439,0.07900451680549496,0.078371875375725,0.07753204255119493,0.07661323389280837,0.07568052236608561,0.07493529100978717,0.07493170837300241,0.07547196904056612,0.0759124482815422,0.07617364471995798,0.07645741233533285,0.07693395277398914,0.07765771297610612,0.07854046263318012,0.07939942660413733,0.08018728754791749,0.08093447342702695,0.08178135032403318,0.08279867449776876,0.08398935839709487,0.08524253946480445,0.08648726137630713,0.08768631285561092,0.08882097460938931,0.08991936287718895,0.09352275193904061,0.1021911960520618,0.1119525355966094,0.1205876824836205,0.1279354205988076,0.134637335360774,0.1413300407613491,0.1481723737885798,0.1548388107629008,0.1605811662429814,0.1648050170544487,0.1675589444757707,0.169579756820755,0.1715005885883907,0.1734425006190357,0.1751177014108599,0.1760043638787723,0.175072998049049,0.1721747217550919,0.1685604517946675,0.1697592420823948,0.1771672041867346,0.1862604084643544,0.1933100596131204,0.1982048369707084,0.2023621446309621,0.2068251883295161,0.211875427196883,0.216700230871032,0.219847675832317,0.2207077675220293,0.2201689996205066,0.219498740983349,0.2189607590886177,0.2181738214015162,0.2164897438421916,0.2123845343309997,0.206225064352039,0.1996632537507479,0.1932019833619179,0.1891002116515128,0.1892773857846229,0.1915805446837892,0.1923562705502985,0.1914812098684087,0.1901749948693429,0.1893439655185069,0.1889905311122728,0.1883485585961339,0.1866611352506115,0.1838490654310403,0.1805354489909625,0.1772780580737757,0.1741606506961808,0.1709695918602816,0.1673555715470135,0.1628979984770987,0.15755723024541,0.1517917859734469,0.1462301182662597,0.1419554226370403,0.1395045672836853,0.1383293064665604,0.1370725709921119,0.1350627473042225,0.1326175579378841,0.1306482448465613,0.1293435518118082,0.1285373979667152,0.1277458282148266,0.1266332260869826,0.1252526840247735,0.1240364966998888,0.1231770771481163,0.1227658757887275,0.1226673403929811,0.1225095233915277,0.1221600723105876,0.1216764197791275,0.1213814571514183,0.1213789212839541,0.1214223152966005,0.1211813839991266,0.1206445249876888,0.1200314835904421,0.1196641368083941,0.1196117494414486,0.1197615347590931,0.1198246507367925,0.1196946994473093,0.1194205077468838,0.1191901629902144,0.1191664504952188,0.1194275507534638,0.1198520470555718,0.1201680827298292,0.1202828662076863,0.120290181124828,0.1204005086410773,0.1207629935050399,0.1223042604762145,0.1256092122192333,0.129780141005627,0.1331182848296375,0.1353654631551608,0.1369483195839493,0.1383917501706837,0.1397525594453813,0.1407537821694107,0.1410694506093659,0.1401372425655545,0.138100017903481,0.1356999396615303,0.1331834271661887,0.1304989378466776,0.127332457802961,0.1232951764110849,0.1186469602641069,0.1139856765337834,0.1096118784490532,0.1066507818022604,0.1055843561440656,0.1051685233676924,0.1046061577428151,0.1037817425046342,0.1028172192875386,0.101731607987564,0.1004826275475296,0.0987498332536093,0.09601603991723633,0.09433479749807973,0.09402421299694956

Total Systolic Data: 165
0.09385473727969976,0.09294678710555365,0.09140911070278669,0.09056850044157987,0.08995093522430768,0.08937490513230555,0.08872481544012223,0.0884978981095568,0.08918678246076338,0.09105220517654802,0.09411653457017712,0.09768631739105209,0.1009583224058886,0.1036072450430969,0.105597640988531,0.1072679859010389,0.1090147554627067,0.1109053861585679,0.1129140212072973,0.1146813493881544,0.1155220371120523,0.1152518830996577,0.113961049515618,0.1121460048796448,0.1105734605317759,0.1093433201814443,0.1083605481916278,0.1068544655755354,0.1038523637013628,0.09950054770203984,0.09563012548102211,0.09317913944752575,0.09188361310066535,0.09096937370518506,0.08989152152624952,0.08867758273590251,0.08777173220912869,0.08770978888507151,0.08854141805232658,0.09006471718572405,0.09165463133798255,0.09326317210538548,0.09517757964119994,0.09819058440812309,0.1024960844049677,0.1080749794874603,0.1145586033701977,0.1215718894201017,0.1295078724635392,0.1414879713786783,0.1578284818050677,0.1756808175687441,0.1897241637148888,0.1996434404513761,0.2069168662161051,0.2149567781059263,0.2254292552196805,0.2346196996557058,0.2405872996518381,0.2449237625340974,0.2487611135359559,0.2517467344814379,0.2529701545492382,0.2523735577303604,0.2501268429514914,0.2464409393502683,0.2414822086858093,0.2352812715483588,0.2304581211076751,0.2346503137922825,0.2434978229926315,0.2497778200345607,0.2532989692051404,0.2553234485058195,0.2568424937315154,0.2591528912008947,0.2626702289350873,0.267056876108054,0.2715180681601409,0.2752001508995506,0.2773313017519901,0.2772800187935839,0.2750016117412896,0.2710757149280305,0.2668797208711572,0.2631548174618708,0.2614402563826462,0.262412466437234,0.2654133111690348,0.2688136972026072,0.2716408130133998,0.2720567313802537,0.2694082457311869,0.2652655443670109,0.2616616641123223,0.2601036551153677,0.2618154956985024,0.2660247982647381,0.267655327358669,0.2662578510270629,0.2626541102943097,0.2582660092883388,0.2563911462470581,0.2572698493425475,0.2598241339660151,0.2610362229440296,0.2603349060051726,0.2576033149414176,0.2538180120952966,0.2529619187772025,0.2552132968519934,0.2590870536116457,0.2612074857736459,0.2609200290472409,0.2584975468995098,0.2548522336914815,0.2524227376042482,0.2517213271573652,0.2524043762350806,0.2533362971578503,0.2516781361908503,0.2472301301956431,0.2412412783595622,0.2365607036804949,0.2337586198764186,0.2325497895101896,0.2317578378796191,0.2283628743748665,0.2226915092502803,0.2177064184857506,0.2173829388722864,0.2204139073592671,0.2202358067065305,0.2167373919185381,0.2114766293420844,0.2071938361442102,0.2052149711312748,0.2050306957991089,0.203787909344929,0.2002782786742273,0.1944667254620222,0.1875956716270729,0.1825761020811555,0.1794174053257751,0.1769319793422562,0.1723371869746127,0.1656719302813484,0.1581343200502255,0.1534073194118952,0.1518828731677738,0.1525945228189121,0.1517960274227395,0.1490162628602581,0.1448112470694362,0.14088617313276,0.1384152627544784,0.1372840642861943,0.1359901645123086,0.1325035551455778,0.1269853975681753,0.1213781188907876,0.1173192471556618,0.1125391558050473,0.1059825595387331,0.1002251099756715
