Total Diastolic Data: 175
0.4336063970653406,0.4687943081232124,0.7019998551640194,0.3825751938837592,0.3510803701961009,0.4279389395809879,0.4365204743788455,0.4162642532291129,0.4001243792859203,0.4073208040216807,0.4239462169945504,0.4276429222799055,0.4211865968962239,0.4073948486603117,0.3893898068108029,0.3751818609264168,0.367073960525434,0.3623283324579856,0.3537814565483071,0.3363663086271759,0.3137330586587934,0.2964345232048501,0.286542480526729,0.2834401893045601,0.3139216744751707,0.3564639380883539,0.3739312216393392,0.3755141314558417,0.3818388795330186,0.3951617028270407,0.412816104886102,0.4253280304810685,0.4310967655497164,0.4313082382064627,0.4314262948709303,0.4351551133091637,0.4440681400347659,0.4527076108341937,0.4585593398312094,0.4606197551328761,0.4615058682792441,0.4614120544191372,0.46099624096049,0.5313509689696966,0.7785634494214365,0.9795085498764741,1.077280310828407,1.106202785003684,1.122690418366101,1.150583159830254,1.189805527999559,1.211094740322388,1.200167199294577,1.133495192746134,1.06014657710589,1.002052333097456,0.964894814330396,0.9427626446573875,0.9209990298669237,0.8851792569502009,0.8290187744706949,0.7729465272967154,0.7486620943506657,0.7701658986623892,0.866817593740534,0.9676067545947432,0.9958633661963033,0.9741856999187729,0.9671931049958596,0.9871203336344169,1.027563002336974,1.052480208297671,1.043960819562394,1.001057194514679,0.9764275908764705,0.9770482215954125,0.9895029496273622,0.9953350207816631,0.9889590461738126,0.9703929293260884,0.9797182152268271,1.026617057851048,1.087131093888402,1.082918096547747,0.9953565853037297,0.9541925432365305,0.9418655143625208,0.9365929246547913,0.9341765498592788,0.9310554566601108,0.9251006246995589,0.922983349106981,0.9277978662945989,0.9563574225545464,0.9872595144692529,1.009987419576387,1.023338915190973,1.041370393128533,1.07588254234276,1.142895792048521,1.225504939989574,1.300548625538737,1.350225513802102,1.353738470850655,1.292081201220318,1.207384386715601,1.169142910652734,1.166764029334631,1.178935639477707,1.155443750914526,1.103324062565568,1.060706242690206,1.039540767069107,1.033091196724964,1.03122870964047,1.013393161524047,0.9790374873295875,0.9488296253500221,0.925354672765034,0.90992106492013,0.90177602111096,0.8933877413919087,0.8769208558260981,0.8553809613216676,0.8444822837107938,0.8450119562719876,0.8513054580461851,0.8481863211954728,0.8347769691170859,0.8181059361324708,0.8076754839233167,0.8030172599149065,0.8017773943228715,0.7975980166489997,0.7881984778741273,0.7751289172283115,0.7646336412734186,0.7568913824553291,0.7513319610001947,0.7476733782146542,0.7429781810221641,0.7366155650553687,0.7288944658576295,0.7219944964876208,0.7251701288867346,0.7451782485652978,0.7504340802269098,0.7421722796513416,0.7316715114709383,0.7247638838152577,0.7200418372861968,0.7128660944879944,0.7007155222219349,0.6902558734926441,0.6887914430061193,0.6958082210506716,0.7073612853301728,0.724367407430393,0.7538752956534005,0.8103709424586979,0.8873849760517244,0.9658515351529762,1.041030123223271,1.054732436065238,0.9634958630311754,0.8826710343943235,0.8478481313044118,0.8351097740103395,0.8149160433722222,0.7904533673597266,0.7756280673623484,0.7709576083332272,0.7999488847972515,0.8429069545021001,0.8557178188274045

Total Systolic Data: 165
0.8376191621928517,0.797072719579024,0.7530331786513037,0.7215661480540355,0.6963521061860227,0.6803473999651289,0.6689184096722539,0.6722549386130885,0.6969114667302875,0.7524135765198994,0.8226073794669049,0.8762328027742771,0.9060282318952813,0.9180858470714223,0.9192447730956496,0.9177270573535652,0.9225230085110994,0.9354104149737965,0.9467244636460216,0.9480971711745458,0.9303533506448065,0.8914124753763133,0.8430993683571939,0.797527153603883,0.7634945207049736,0.7416661065822463,0.7227991142844979,0.6929168662245013,0.6418226772433536,0.5970855077284215,0.5916461640644736,0.5946310919945181,0.5927143359611705,0.5876600657085954,0.5828906746890586,0.577841252831482,0.5690055939012929,0.5548820854023619,0.5478318020084411,0.5591505018059545,0.5775779273553755,0.5987221496184243,0.6285854252721307,0.6848813290352713,0.7734800305384023,0.8857581626770713,1.012643680294025,1.143443613310708,1.277573390257915,1.519245322368008,1.853816346051838,2.142366916815098,2.303667134961321,2.356074630734011,2.386339185893484,2.464007327830247,2.600639739839478,2.687765480355087,2.690444172288085,2.663477220622861,2.640307496025258,2.604708841573555,2.530650457665217,2.422660931989352,2.290220069531759,2.139889795836154,1.976605266608261,1.802249781358759,1.692841866453445,1.848337665699257,2.102306344451997,2.214750865624277,2.229240397817957,2.234179307657963,2.230166348428963,2.25092154874594,2.316976806315035,2.392100127456864,2.454034770762629,2.484267110818203,2.450613718439181,2.364385209278636,2.254018699453207,2.120407414920763,1.993801755533087,1.893821449370633,1.849570323270353,1.8995550623135,1.978145476997247,2.056050592335268,2.095976333058913,2.066793685057513,1.938003107611915,1.814818699799137,1.724113473481617,1.709476159992635,1.792259849967902,1.936640172804163,1.949945222954091,1.868025626117616,1.769578114306597,1.671969076474824,1.655574443538083,1.728256079208433,1.810575239603621,1.815372526984441,1.746627626424885,1.658685491617176,1.563189217223509,1.563285340352893,1.665951077829721,1.773337211720434,1.793365155484416,1.738993680226533,1.664378176527362,1.578974563669141,1.543066449684611,1.564715093823306,1.613611127957052,1.652942439338957,1.604688613120907,1.477624507945527,1.350052804338931,1.284718891266555,1.278509308356903,1.300142137382319,1.31702344280597,1.252686616926319,1.132370662691331,1.062665757130742,1.130530052670153,1.286768704914767,1.286268534462772,1.191622098523564,1.089419677588424,1.030941078592491,1.039999554262665,1.09712803587003,1.096858869179681,1.033190569532014,0.9187429047877218,0.8092969402834848,0.761899034764027,0.7631228323747903,0.7660252560953816,0.7149347879728436,0.6374580128481344,0.5702234498871134,0.534747299195821,0.5454283586650586,0.6120991715496973,0.6341616076895711,0.6008172045666743,0.543712471837636,0.5031246045972985,0.4921255725292495,0.5116350319580131,0.5209942183765146,0.4767395982767482,0.4157450895070907,0.3730753408485201,0.3446984376795423,0.3137891332639131,0.3374731256192646,0.4249334035828073
