Total Diastolic Data: 175
2.139336355249578,1.956787227858563,1.773449362207659,1.813175196945942,1.790424908555678,1.755885882552542,1.75833884476125,1.773726057807346,1.786553371200728,1.80178816049418,1.827919787521834,1.860413455932763,1.89259720397035,1.914874744860219,1.92422329338278,1.930027639611545,1.937973154318436,1.948002695702022,1.949931499718533,1.936144596662959,1.905783183440157,1.869298530592181,1.829903676631292,1.807120512873271,1.850572486751422,1.935632519654692,2.010420576795699,2.071268032848539,2.141777586910777,2.23105247770946,2.34166111337833,2.463875959035971,2.586084660199246,2.704486257514892,2.824609357796816,2.958923629664349,3.114948065884401,3.287865746293398,3.46887914803541,3.655027095929706,3.842040249131794,4.028888342631912,4.218764739492499,4.832115283997003,6.340611149372579,8.195567775311275,10.03673209278548,11.74846022238526,13.44148832946436,15.24295880936852,17.18860172946002,19.12825235810215,20.82079127805182,22.06504183570815,22.94296303061181,23.65025654279426,24.32270130509935,24.97755937707132,25.49327644917471,25.66469237923785,25.22409194857128,24.22934833780063,23.12269951577512,23.69102642194905,26.33750559526564,29.41609049104019,31.87994809196759,33.6179864688363,35.20593058305474,36.99825601967167,39.07670994393442,40.99086178450923,42.10198724929351,42.25028953663961,41.97266991895099,41.74396755505718,41.56438081088132,41.22538928844283,40.41157748180386,38.64781934908135,36.24566024938812,33.9240877866611,31.75038659769006,30.52700610237935,30.74946954591897,31.51434145053604,31.69815852875795,31.34507441971698,30.97741423311862,30.79000941946341,30.75152989787097,30.53439113607622,29.95588532414168,29.06648253762373,28.14624102130758,27.30380471098919,26.52674822473933,25.72591370991875,24.79404093652044,23.67197892802443,22.4447211491266,21.26206945923511,20.23187149090715,19.51074374280345,19.13424704286492,18.94097038814307,18.70670716869738,18.36078401017267,17.9702542624062,17.68517356356721,17.50340162814975,17.37028183616968,17.21543601372053,17.01577153776448,16.78531099845037,16.59983374540838,16.47000224638798,16.37938678017585,16.31078082823494,16.22446572644702,16.11004942045101,15.98851323347655,15.90392366541088,15.85663503560807,15.79129970939662,15.67291707402854,15.51457148596724,15.36248973184714,15.25400959619532,15.1848707227109,15.1264313774402,15.04247711431996,14.9298937084282,14.81038186399489,14.71146002003965,14.64624166075566,14.61033577628321,14.57948734260188,14.52908725829374,14.45345987900155,14.37839841826128,14.32917142049221,14.3181683112828,14.4782208742555,14.93013883140621,15.52948194127298,15.99997696143973,16.28955958738689,16.49882540743525,16.70072324377476,16.89179422976979,16.99960000916685,16.95693870542692,16.6842089285372,16.22787000413591,15.74393465270326,15.25087874152055,14.73246913920994,14.13097737188028,13.4142723381186,12.65998410824996,11.98825603975575,11.42669104289915,11.07962859962602,10.93208804864391,10.83504791978761,10.71246574192074,10.56213084733964,10.41268765508449,10.26343483961798,10.10743990524478,9.943072580080011,9.754087815001199,9.611039623667683,9.513203736350151

Total Systolic Data: 165
9.424232583136028,9.305872609178397,9.165722381961954,9.051375043013987,8.948036136051945,8.848107695429645,8.744743977623772,8.64939885410954,8.581665876570383,8.573133758850238,8.640810578996115,8.759034384220108,8.894631600911854,9.019484480228265,9.119259337733476,9.210169118985197,9.313822563520134,9.437169650306849,9.573736183435248,9.682030110490082,9.711490918934093,9.631247412078368,9.457165222805429,9.248501120547642,9.056859697072023,8.890999117217076,8.736360810204692,8.526534854570675,8.209563165086893,7.832528726940101,7.553184398765161,7.377725828674495,7.27530345316862,7.192020765250144,7.108200371188732,7.022129379403331,6.949645505226957,6.903013702802459,6.88759011378691,6.898589563153806,6.921600420922435,6.959400718636517,7.033758356359768,7.202125469082433,7.516147499623009,8.006894208109975,8.678024315842784,9.523093863239623,10.68131838847371,12.68862722678349,15.73717358529821,19.36350827647648,22.57084380392091,24.99926856282712,26.88544574120922,29.03808867923032,31.78469432238067,34.18782851604197,35.63372291599789,36.51032771607704,37.1500983052973,37.45201572513405,37.13804001217722,36.21271855611764,34.76041942942378,32.88148587505169,30.66703374219038,28.16526779074013,26.37131851784446,27.3656163424838,29.69137146462973,31.29846465874337,32.08073618288164,32.47560113476771,32.7084649959445,33.20611289198855,34.10490646989219,35.29445068701651,36.49291107018941,37.37627219109091,37.6517677127876,37.17805850266939,36.00782391944082,34.33118357405503,32.66050220762164,31.22423293803315,30.47217664160554,30.54024037454022,31.23370599402247,32.01727643411567,32.62852451894441,32.43514438600155,31.28420945011269,29.77467736180609,28.50877322497038,27.95851314489791,28.42491727855074,29.79622145692542,30.20885932733679,29.66953133736873,28.5673987969411,27.29327831269123,26.81011843011797,27.14568535999805,27.9041383918311,28.08805143517807,27.67502714904542,26.67899845878304,25.41724082758711,25.1158660023746,25.74580934925253,26.77136357093168,27.25481165842305,27.06901574273426,26.34088679414948,25.3075076780022,24.71781887130525,24.65121598960321,24.96921429342192,25.33487376391772,24.94073224692797,23.75900915402165,22.24759348519479,21.2118042622813,20.66375599515425,20.50972141477708,20.43937373888364,19.69078857788178,18.4085642082442,17.45351534893194,17.61906880639054,18.64425378207394,18.77800922488986,18.09633124958236,17.0491556321916,16.26943539585199,16.02370541649978,16.23026454485825,16.11839349505119,15.50145017312496,14.36478177910035,13.07064926588395,12.24767731380434,11.83763777525981,11.51910693331526,10.7762218591883,9.667684317868675,8.503632060819502,7.906168216921224,7.882897744239204,8.215405366066767,8.249600272186811,7.948562305854574,7.409194712183349,6.935565560739518,6.688299871760313,6.655559424379018,6.562817967723348,6.1315239124656,5.405714065007399,4.723137317417473,4.259102399022973,3.735182103564287,3.082184350920254,2.587259769509685
