Diastolic Flow Time,Diastolic Data,Systolic Flow Time,Systolic Data
0.0,0.2828997072732684,0.4184941176470588,0.1541499377570111
0.0418494117647058,0.34561781537653974,0.4603435294117647,0.1060573380913638
0.0836988235294117,0.4330344657679015,0.5021929411764706,0.13947778027225172
0.1255482352941176,0.6983943553726708,0.5440423529411765,0.17651909970536006
0.1673976470588235,0.7114104883310364,0.5858917647058823,0.1897318223303428
0.2092470588235294,0.4977492726808535,0.6277411764705882,0.18870995340466618
0.2510964705882353,0.5461991739758425,0.6695905882352942,0.19182563206559883
0.2929458823529411,0.6131172638584766,0.71144,0.2064315239484658
0.3347952941176471,0.5611539540215792,,
0.3766447058823529,0.3315654492452296,,
