Diastolic Flow Time,Diastolic Data,Systolic Flow Time,Systolic Data
0.0,0.5537188133830035,0.4184941176470588,0.6537705833216299
0.0418494117647058,0.5026656536032226,0.4603435294117647,1.275378489582018
0.0836988235294117,0.549322625397706,0.5021929411764706,0.970152795532026
0.1255482352941176,0.4714494073784578,0.5440423529411765,0.7423173560891537
0.1673976470588235,0.4546519437360046,0.5858917647058823,0.8447649371896748
0.2092470588235294,0.5081736900017322,0.6277411764705882,0.8352545775010938
0.2510964705882353,0.4661064207690304,0.6695905882352942,0.7336309084130082
0.2929458823529411,0.4879748238210281,0.71144,0.5562695110167901
0.3347952941176471,0.5265570583977845,,
0.3766447058823529,0.33346182118371853,,
