Diastolic Flow Time,Diastolic Data,Systolic Flow Time,Systolic Data
0.0,0.00182575904000,0.615384672,0.00161887888000
0.043956048,0.00172161808000,0.65934072,0.00132674360000
0.087912096,0.00143735832000,0.703296768,0.00109632368000
0.131868144,0.00114970832000,0.747252816,0.00089171800000
0.175824192,0.00091324312000,0.791208864,0.00069221760000
0.21978024,0.00069708208000,0.835164912,0.00055844864000
0.263736288,0.00051106760000,0.87912096,0.00051332264000
0.307692336,0.00043346056000,0.923077,0.00059155400000
0.351648384,0.00044212864000,,
0.395604432,0.00066699896000,,
0.43956048,0.00124077624000,,
0.483516528,0.00174395280000,,
0.527472576,0.00183799928000,,
0.571428624,0.00176921320000,,
