Diastolic Flow Time,Diastolic Data,Systolic Flow Time,Systolic Data
0.0,0.007914828156420264,0.6153846720000009,0.009557977791813093
0.0439560479999999,0.09601666752477847,0.659340720000001,0.01202008393741059
0.087912096,0.1859463733462648,0.7032967680000011,0.01296107103613108
0.1318681440000001,0.4600946711107514,0.7472528160000012,0.01559995188249329
0.1758241920000002,0.5060268282975044,0.7912088640000012,0.01376657265672872
0.2197802400000002,0.2801010732688038,0.8351649120000013,0.01418309119446313
0.2637362880000003,0.1076553928269871,0.8791209600000014,0.01133421680788459
0.3076923360000004,0.07466376039715016,0.923077,0.01271864395185363
0.3516483840000005,0.07167653225009191,,
0.3956044320000006,0.07927966463557559,,
0.4395604800000006,0.1060255077355756,,
0.4835165280000007,0.1190473850930327,,
0.5274725760000007,0.08606074504296288,,
0.5714286240000008,0.04876049504157758,,
