Diastolic Flow Time,Diastolic Data,Systolic Flow Time,Systolic Data
0.0,4.720163451731386e-07,0.6153846720000009,1.062843145290091e-06
0.0439560479999999,2.689787069733422e-07,0.659340720000001,3.936794186424047e-06
0.087912096,4.854097166574632e-07,0.7032967680000011,6.285796813110565e-06
0.1318681440000001,2.045980588350374e-06,0.7472528160000012,7.519024471586892e-06
0.1758241920000002,3.196280047297836e-06,0.7912088640000012,6.188299320827365e-06
0.2197802400000002,3.522617712973169e-06,0.8351649120000013,3.971382752408081e-06
0.2637362880000003,3.047956892200819e-06,0.8791209600000014,1.924275965682749e-06
0.3076923360000004,2.328715371561896e-06,0.923077,4.957942390124041e-07
0.3516483840000005,1.734740708454703e-06,,
0.3956044320000006,1.290256731605504e-06,,
0.4395604800000006,9.999825044323064e-07,,
0.4835165280000007,8.269970581624152e-07,,
0.5274725760000007,6.682432269035694e-07,,
0.5714286240000008,5.867094692855636e-07,,
